date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,Result(home_team),,home advantage,,home-score(skaliert),away_score(skaliert)
10/08/2011,Equatorial Guinea,Guinea-Bissau,1,4,Friendly,Lisbon,Portugal,TRUE,-1,,0,,0.032258065,0.19047619
10/08/2011,France,Chile,1,1,Friendly,Montpellier,France,FALSE,0,,1,,0.032258065,0.047619048
10/08/2011,Gabon,Guinea,1,1,Friendly,Saint-Leu-la-Forêt,France,TRUE,0,,0,,0.032258065,0.047619048
10/08/2011,Gambia,DR Congo,3,0,Friendly,Banjul,Gambia,FALSE,1,,1,,0.096774194,0
10/08/2011,Germany,Brazil,3,2,Friendly,Stuttgart,Germany,FALSE,1,,1,,0.096774194,0.095238095
10/08/2011,Honduras,Venezuela,2,0,Friendly,Fort Lauderdale,United States,TRUE,1,,0,,0.064516129,0
10/08/2011,Hungary,Iceland,4,0,Friendly,Budapest,Hungary,FALSE,1,,1,,0.129032258,0
10/08/2011,Republic of Ireland,Croatia,0,0,Friendly,Dublin,Republic of Ireland,FALSE,0,,1,,0,0
10/08/2011,Israel,Ivory Coast,3,4,Friendly,Geneva,Switzerland,TRUE,-1,,0,,0.096774194,0.19047619
10/08/2011,Italy,Spain,2,1,Friendly,Bari,Italy,FALSE,1,,1,,0.064516129,0.047619048
10/08/2011,Japan,South Korea,3,0,Friendly,Sapporo,Japan,FALSE,1,,1,,0.096774194,0
10/08/2011,Kazakhstan,Syria,1,1,Friendly,Astana,Kazakhstan,FALSE,0,,1,,0.032258065,0.047619048
10/08/2011,Kuwait,North Korea,0,0,Friendly,Kuwait City,Kuwait,FALSE,0,,1,,0,0
10/08/2011,Latvia,Finland,0,2,Friendly,Riga,Latvia,FALSE,-1,,1,,0,0.095238095
10/08/2011,Liberia,Angola,0,0,Friendly,Paynesville,Liberia,FALSE,0,,1,,0,0
10/08/2011,Liechtenstein,Switzerland,1,2,Friendly,Vaduz,Liechtenstein,FALSE,-1,,1,,0.032258065,0.095238095
10/08/2011,Lithuania,Armenia,3,0,Friendly,Kaunas,Lithuania,FALSE,1,,1,,0.096774194,0
10/08/2011,Malta,Central African Republic,2,1,Friendly,Attard,Malta,FALSE,1,,1,,0.064516129,0.047619048
10/08/2011,Niger,Togo,3,3,Friendly,Niamey,Niger,FALSE,0,,1,,0.096774194,0.142857143
10/08/2011,Northern Ireland,Faroe Islands,4,0,UEFA Euro qualification,Belfast,Northern Ireland,FALSE,1,,1,,0.129032258,0
10/08/2011,Norway,Czech Republic,3,0,Friendly,Oslo,Norway,FALSE,1,,1,,0.096774194,0
10/08/2011,Oman,Bahrain,1,1,Friendly,Dubai,United Arab Emirates,TRUE,0,,0,,0.032258065,0.047619048
10/08/2011,Poland,Georgia,1,0,Friendly,Lubin,Poland,FALSE,1,,1,,0.032258065,0
10/08/2011,Portugal,Luxembourg,5,0,Friendly,Faro,Portugal,FALSE,1,,1,,0.161290323,0
10/08/2011,Russia,Serbia,1,0,Friendly,Moscow,Russia,FALSE,1,,1,,0.032258065,0
10/08/2011,San Marino,Romania,0,1,Friendly,Serravalle,San Marino,FALSE,-1,,1,,0,0.047619048
10/08/2011,Scotland,Denmark,2,1,Friendly,Glasgow,Scotland,FALSE,1,,1,,0.064516129,0.047619048
10/08/2011,Senegal,Morocco,0,2,Friendly,Dakar,Senegal,FALSE,-1,,1,,0,0.095238095
10/08/2011,Slovenia,Belgium,0,0,Friendly,Ljubljana,Slovenia,FALSE,0,,1,,0,0
10/08/2011,South Africa,Burkina Faso,3,0,Friendly,Johannesburg,South Africa,FALSE,1,,1,,0.096774194,0
10/08/2011,Tunisia,Mali,4,2,Friendly,Monastir,Tunisia,FALSE,1,,1,,0.129032258,0.095238095
10/08/2011,Turkey,Estonia,3,0,Friendly,Istanbul,Turkey,FALSE,1,,1,,0.096774194,0
10/08/2011,Ukraine,Sweden,0,1,Friendly,Kharkiv,Ukraine,FALSE,-1,,1,,0,0.047619048
10/08/2011,United States,Mexico,1,1,Friendly,Philadelphia,United States,FALSE,0,,1,,0.032258065,0.047619048
10/08/2011,Wales,Australia,1,2,Friendly,Cardiff,Wales,FALSE,-1,,1,,0.032258065,0.095238095
10/08/2011,Zimbabwe,Zambia,2,0,Friendly,Harare,Zimbabwe,FALSE,1,,1,,0.064516129,0
11/08/2011,Seychelles,Réunion,2,1,Indian Ocean Island Games,Mahé,Seychelles,FALSE,1,,1,,0.064516129,0.047619048
11/08/2011,Mayotte,Mauritius,0,0,Indian Ocean Island Games,Mahé,Seychelles,TRUE,0,,0,,0,0
13/08/2011,Réunion,Mayotte,1,0,Indian Ocean Island Games,Mahé,Seychelles,TRUE,1,,0,,0.032258065,0
13/08/2011,Seychelles,Mauritius,1,1,Indian Ocean Island Games,Mahé,Seychelles,FALSE,0,,1,,0.032258065,0.047619048
14/08/2011,Liberia,Niger,0,0,Friendly,Paynesville,Liberia,FALSE,0,,1,,0,0
17/08/2011,Fiji,Samoa,3,0,Friendly,Navua,Fiji,FALSE,1,,1,,0.096774194,0
17/08/2011,Lebanon,Syria,2,3,Friendly,Sidon,Lebanon,FALSE,-1,,1,,0.064516129,0.142857143
18/08/2011,Fiji,Samoa,5,1,Friendly,Suva,Fiji,FALSE,1,,1,,0.161290323,0.047619048
19/08/2011,Eritrea,Sudan,0,3,Friendly,Asmara,Eritrea,FALSE,-1,,1,,0,0.142857143
19/08/2011,Qatar,Iraq,0,1,Friendly,Doha,Qatar,FALSE,-1,,1,,0,0.047619048
20/08/2011,Dominican Republic,Curaçao,1,0,Friendly,San Cristóbal,Dominican Republic,FALSE,1,,1,,0.032258065,0
20/08/2011,Lesotho,Eswatini,0,0,Friendly,Maseru,Lesotho,FALSE,0,,1,,0,0
21/08/2011,Barbados,Saint Lucia,4,0,Friendly,Bridgetown,Barbados,FALSE,1,,1,,0.129032258,0
21/08/2011,Dominican Republic,Curaçao,1,0,Friendly,San Cristóbal,Dominican Republic,FALSE,1,,1,,0.032258065,0
21/08/2011,Trinidad and Tobago,India,3,0,Friendly,Port of Spain,Trinidad and Tobago,FALSE,1,,1,,0.096774194,0
22/08/2011,Indonesia,Palestine,4,1,Friendly,Surakarta,Indonesia,FALSE,1,,1,,0.129032258,0.047619048
22/08/2011,Jordan,Tunisia,3,3,Friendly,Amman,Jordan,FALSE,0,,1,,0.096774194,0.142857143
22/08/2011,Lesotho,Eswatini,0,1,Friendly,Maseru,Lesotho,FALSE,-1,,1,,0,0.047619048
22/08/2011,Tuvalu,Samoa,3,0,Friendly,Nausori,Fiji,TRUE,1,,0,,0.096774194,0
24/08/2011,Guyana,India,2,1,Friendly,Providence,Guyana,FALSE,1,,1,,0.064516129,0.047619048
24/08/2011,Thailand,Singapore,0,0,Friendly,Bangkok,Thailand,FALSE,0,,1,,0,0
25/08/2011,United Arab Emirates,Qatar,3,1,Friendly,Al Ain,United Arab Emirates,FALSE,1,,1,,0.096774194,0.047619048
26/08/2011,Bahrain,Sudan,1,0,Friendly,Riffa,Bahrain,FALSE,1,,1,,0.032258065,0
27/08/2011,Angola,DR Congo,1,2,Friendly,Dundo,Angola,FALSE,-1,,1,,0.032258065,0.095238095
27/08/2011,Fiji,Tahiti,3,0,Pacific Games,Boulari,New Caledonia,TRUE,1,,0,,0.096774194,0
27/08/2011,Jordan,Indonesia,1,0,Friendly,Amman,Jordan,FALSE,1,,1,,0.032258065,0
27/08/2011,New Caledonia,Vanuatu,5,0,Pacific Games,Nouméa,New Caledonia,FALSE,1,,1,,0.161290323,0
27/08/2011,Oman,Kuwait,1,0,Friendly,Muscat,Oman,FALSE,1,,1,,0.032258065,0
27/08/2011,Papua New Guinea,Cook Islands,4,0,Pacific Games,Boulari,New Caledonia,TRUE,1,,0,,0.129032258,0
27/08/2011,Solomon Islands,Guam,7,0,Pacific Games,Nouméa,New Caledonia,TRUE,1,,0,,0.225806452,0
27/08/2011,Tuvalu,American Samoa,4,0,Pacific Games,Nouméa,New Caledonia,TRUE,1,,0,,0.129032258,0
28/08/2011,Antigua and Barbuda,Saint Vincent and the Grenadines,2,2,Friendly,Osbourn,Antigua and Barbuda,FALSE,0,,1,,0.064516129,0.095238095
30/08/2011,American Samoa,Solomon Islands,0,4,Pacific Games,Nouméa,New Caledonia,TRUE,-1,,0,,0,0.19047619
30/08/2011,Fiji,Kiribati,9,0,Pacific Games,Boulari,New Caledonia,TRUE,1,,0,,0.290322581,0
30/08/2011,New Caledonia,Guam,9,0,Pacific Games,Nouméa,New Caledonia,FALSE,1,,1,,0.290322581,0
30/08/2011,Tahiti,Cook Islands,7,0,Pacific Games,Boulari,New Caledonia,TRUE,1,,0,,0.225806452,0
30/08/2011,Vanuatu,Tuvalu,5,1,Pacific Games,Nouméa,New Caledonia,TRUE,1,,0,,0.161290323,0.047619048
01/09/2011,American Samoa,Guam,0,2,Pacific Games,Nouméa,New Caledonia,TRUE,-1,,0,,0,0.095238095
01/09/2011,Cook Islands,Kiribati,3,0,Pacific Games,Boulari,New Caledonia,TRUE,1,,0,,0.096774194,0
01/09/2011,New Caledonia,Tuvalu,8,0,Pacific Games,Nouméa,New Caledonia,FALSE,1,,1,,0.258064516,0
01/09/2011,Tahiti,Papua New Guinea,1,1,Pacific Games,Boulari,New Caledonia,TRUE,0,,0,,0.032258065,0.047619048
01/09/2011,Vanuatu,Solomon Islands,1,0,Pacific Games,Nouméa,New Caledonia,TRUE,1,,0,,0.032258065,0
02/09/2011,Albania,France,1,2,UEFA Euro qualification,Tirana,Albania,FALSE,-1,,1,,0.032258065,0.095238095
02/09/2011,Andorra,Armenia,0,3,UEFA Euro qualification,Sant Julià de Lòria,Andorra,FALSE,-1,,1,,0,0.142857143
02/09/2011,Antigua and Barbuda,Curaçao,5,2,FIFA World Cup qualification,St. John's,Antigua and Barbuda,FALSE,1,,1,,0.161290323,0.095238095
02/09/2011,Argentina,Venezuela,1,0,Friendly,Calcutta,India,TRUE,1,,0,,0.032258065,0
02/09/2011,Australia,Thailand,2,1,FIFA World Cup qualification,Brisbane,Australia,FALSE,1,,1,,0.064516129,0.047619048
02/09/2011,Azerbaijan,Belgium,1,1,UEFA Euro qualification,Baku,Azerbaijan,FALSE,0,,1,,0.032258065,0.047619048
02/09/2011,Bahrain,Qatar,0,0,FIFA World Cup qualification,Riffa,Bahrain,FALSE,0,,1,,0,0
02/09/2011,Belarus,Bosnia and Herzegovina,0,2,UEFA Euro qualification,Minsk,Belarus,FALSE,-1,,1,,0,0.095238095
02/09/2011,Bulgaria,England,0,3,UEFA Euro qualification,Sofia,Bulgaria,FALSE,-1,,1,,0,0.142857143
02/09/2011,Canada,Saint Lucia,4,1,FIFA World Cup qualification,Toronto,Canada,FALSE,1,,1,,0.129032258,0.047619048
02/09/2011,China PR,Singapore,2,1,FIFA World Cup qualification,Kunming,China PR,FALSE,1,,1,,0.064516129,0.047619048
02/09/2011,Cyprus,Portugal,0,4,UEFA Euro qualification,Nicosia,Cyprus,FALSE,-1,,1,,0,0.19047619
02/09/2011,Dominica,Nicaragua,0,2,FIFA World Cup qualification,Roseau,Dominica,FALSE,-1,,1,,0,0.095238095
02/09/2011,Ecuador,Jamaica,5,2,Friendly,Quito,Ecuador,FALSE,1,,1,,0.161290323,0.095238095
02/09/2011,El Salvador,Dominican Republic,3,2,FIFA World Cup qualification,San Salvador,El Salvador,FALSE,1,,1,,0.096774194,0.095238095
02/09/2011,Faroe Islands,Italy,0,1,UEFA Euro qualification,Tórshavn,Faroe Islands,FALSE,-1,,1,,0,0.047619048
02/09/2011,Finland,Moldova,4,1,UEFA Euro qualification,Helsinki,Finland,FALSE,1,,1,,0.129032258,0.047619048
02/09/2011,Georgia,Latvia,0,1,UEFA Euro qualification,Tbilisi,Georgia,FALSE,-1,,1,,0,0.047619048
02/09/2011,Germany,Austria,6,2,UEFA Euro qualification,Gelsenkirchen,Germany,FALSE,1,,1,,0.193548387,0.095238095
02/09/2011,Ghana,Eswatini,2,0,African Cup of Nations qualification,Accra,Ghana,FALSE,1,,1,,0.064516129,0
02/09/2011,Grenada,Belize,0,3,FIFA World Cup qualification,St. George's,Grenada,FALSE,-1,,1,,0,0.142857143
02/09/2011,Guyana,Barbados,2,0,FIFA World Cup qualification,Providence,Guyana,FALSE,1,,1,,0.064516129,0
02/09/2011,Haiti,United States Virgin Islands,6,0,FIFA World Cup qualification,Port-au-Prince,Haiti,FALSE,1,,1,,0.193548387,0
02/09/2011,Hungary,Sweden,2,1,UEFA Euro qualification,Budapest,Hungary,FALSE,1,,1,,0.064516129,0.047619048
02/09/2011,Iran,Indonesia,3,0,FIFA World Cup qualification,Tehran,Iran,FALSE,1,,1,,0.096774194,0
02/09/2011,Iraq,Jordan,0,2,FIFA World Cup qualification,Erbil,Iraq,FALSE,-1,,1,,0,0.095238095
02/09/2011,Republic of Ireland,Slovakia,0,0,UEFA Euro qualification,Dublin,Republic of Ireland,FALSE,0,,1,,0,0
02/09/2011,Israel,Greece,0,1,UEFA Euro qualification,Jaffa,Israel,FALSE,-1,,1,,0,0.047619048
02/09/2011,Japan,North Korea,1,0,FIFA World Cup qualification,Saitama,Japan,FALSE,1,,1,,0.032258065,0
02/09/2011,South Korea,Lebanon,6,0,FIFA World Cup qualification,Goyang,South Korea,FALSE,1,,1,,0.193548387,0
02/09/2011,Lithuania,Liechtenstein,0,0,UEFA Euro qualification,Kaunas,Lithuania,FALSE,0,,1,,0,0
02/09/2011,Luxembourg,Romania,0,2,UEFA Euro qualification,Luxembourg,Luxembourg,FALSE,-1,,1,,0,0.095238095
02/09/2011,Malta,Croatia,1,3,UEFA Euro qualification,Attard,Malta,FALSE,-1,,1,,0.032258065,0.142857143
02/09/2011,Netherlands,San Marino,11,0,UEFA Euro qualification,Eindhoven,Netherlands,FALSE,1,,1,,0.35483871,0
02/09/2011,Northern Ireland,Serbia,0,1,UEFA Euro qualification,Belfast,Northern Ireland,FALSE,-1,,1,,0,0.047619048
02/09/2011,Norway,Iceland,1,0,UEFA Euro qualification,Oslo,Norway,FALSE,1,,1,,0.032258065,0
02/09/2011,Oman,Saudi Arabia,0,0,FIFA World Cup qualification,Muscat,Oman,FALSE,0,,1,,0,0
02/09/2011,Panama,Paraguay,0,2,Friendly,Panama City,Panama,FALSE,-1,,1,,0,0.095238095
02/09/2011,Peru,Bolivia,2,2,Friendly,Lima,Peru,FALSE,0,,1,,0.064516129,0.095238095
02/09/2011,Poland,Mexico,1,1,Friendly,Warsaw,Poland,FALSE,0,,1,,0.032258065,0.047619048
02/09/2011,Russia,North Macedonia,1,0,UEFA Euro qualification,Moscow,Russia,FALSE,1,,1,,0.032258065,0
02/09/2011,Slovenia,Estonia,1,2,UEFA Euro qualification,Ljubljana,Slovenia,FALSE,-1,,1,,0.032258065,0.095238095
02/09/2011,Spain,Chile,3,2,Friendly,St. Gallen,Switzerland,TRUE,1,,0,,0.096774194,0.095238095
02/09/2011,Saint Kitts and Nevis,Puerto Rico,0,0,FIFA World Cup qualification,Basseterre,Saint Kitts and Nevis,FALSE,0,,1,,0,0
02/09/2011,Suriname,Cayman Islands,1,0,FIFA World Cup qualification,Paramaribo,Suriname,FALSE,1,,1,,0.032258065,0
02/09/2011,Tajikistan,Uzbekistan,0,1,FIFA World Cup qualification,Tursunzoda,Tajikistan,FALSE,-1,,1,,0,0.047619048
02/09/2011,Trinidad and Tobago,Bermuda,1,0,FIFA World Cup qualification,Port of Spain,Trinidad and Tobago,FALSE,1,,1,,0.032258065,0
02/09/2011,Turkey,Kazakhstan,2,1,UEFA Euro qualification,Istanbul,Turkey,FALSE,1,,1,,0.064516129,0.047619048
02/09/2011,Ukraine,Uruguay,2,3,Friendly,Kharkiv,Ukraine,FALSE,-1,,1,,0.064516129,0.142857143
02/09/2011,United Arab Emirates,Kuwait,2,3,FIFA World Cup qualification,Al Ain,United Arab Emirates,FALSE,-1,,1,,0.064516129,0.142857143
02/09/2011,United States,Costa Rica,0,1,Friendly,Carson,United States,FALSE,-1,,1,,0,0.047619048
02/09/2011,Wales,Montenegro,2,1,UEFA Euro qualification,Cardiff,Wales,FALSE,1,,1,,0.064516129,0.047619048
02/09/2011,Guatemala,Saint Vincent and the Grenadines,4,0,FIFA World Cup qualification,Guatemala City,Guatemala,FALSE,1,,1,,0.129032258,0
03/09/2011,Burkina Faso,Equatorial Guinea,1,0,Friendly,Bobo Dioulasso,Burkina Faso,FALSE,1,,1,,0.032258065,0
03/09/2011,Cameroon,Mauritius,5,0,African Cup of Nations qualification,Yaoundé,Cameroon,FALSE,1,,1,,0.161290323,0
03/09/2011,Cook Islands,Fiji,1,4,Pacific Games,Boulari,New Caledonia,TRUE,-1,,0,,0.032258065,0.19047619
03/09/2011,Guam,Vanuatu,1,4,Pacific Games,Nouméa,New Caledonia,TRUE,-1,,0,,0.032258065,0.19047619
03/09/2011,Honduras,Colombia,0,2,Friendly,Harrison,United States,TRUE,-1,,0,,0,0.095238095
03/09/2011,Kenya,Guinea-Bissau,2,1,African Cup of Nations qualification,Nairobi,Kenya,FALSE,1,,1,,0.064516129,0.047619048
03/09/2011,Kiribati,Papua New Guinea,1,17,Pacific Games,Boulari,New Caledonia,TRUE,-1,,0,,0.032258065,0.80952381
03/09/2011,Libya,Mozambique,1,0,African Cup of Nations qualification,Cairo,Egypt,TRUE,1,,0,,0.032258065,0
03/09/2011,Malawi,Tunisia,0,0,African Cup of Nations qualification,Blantyre,Malawi,FALSE,0,,1,,0,0
03/09/2011,Mali,Cape Verde,3,0,African Cup of Nations qualification,Bamako,Mali,FALSE,1,,1,,0.096774194,0
03/09/2011,Namibia,Gambia,1,0,African Cup of Nations qualification,Windhoek,Namibia,FALSE,1,,1,,0.032258065,0
03/09/2011,New Caledonia,American Samoa,8,0,Pacific Games,Nouméa,New Caledonia,FALSE,1,,1,,0.258064516,0
03/09/2011,Rwanda,Ivory Coast,0,5,African Cup of Nations qualification,Kigali,Rwanda,FALSE,-1,,1,,0,0.238095238
03/09/2011,Scotland,Czech Republic,2,2,UEFA Euro qualification,Glasgow,Scotland,FALSE,0,,1,,0.064516129,0.095238095
03/09/2011,Senegal,DR Congo,2,0,African Cup of Nations qualification,Dakar,Senegal,FALSE,1,,1,,0.064516129,0
03/09/2011,Sierra Leone,Egypt,2,1,African Cup of Nations qualification,Freetown,Sierra Leone,FALSE,1,,1,,0.064516129,0.047619048
03/09/2011,Solomon Islands,Tuvalu,6,1,Pacific Games,Nouméa,New Caledonia,TRUE,1,,0,,0.193548387,0.047619048
03/09/2011,Tanzania,Algeria,1,1,African Cup of Nations qualification,Dar es Salaam,Tanzania,FALSE,0,,1,,0.032258065,0.047619048
04/09/2011,Angola,Uganda,2,0,African Cup of Nations qualification,Luanda,Angola,FALSE,1,,1,,0.064516129,0
04/09/2011,Burundi,Benin,1,1,African Cup of Nations qualification,Bujumbura,Burundi,FALSE,0,,1,,0.032258065,0.047619048
04/09/2011,Central African Republic,Morocco,0,0,African Cup of Nations qualification,Bangui,Central African Republic,FALSE,0,,1,,0,0
04/09/2011,Comoros,Zambia,1,2,African Cup of Nations qualification,Mitsamiouli,Comoros,FALSE,-1,,1,,0.032258065,0.095238095
04/09/2011,Congo,Sudan,0,1,African Cup of Nations qualification,Brazzaville,Congo,FALSE,-1,,1,,0,0.047619048
04/09/2011,Guinea,Ethiopia,1,0,African Cup of Nations qualification,Conakry,Guinea,FALSE,1,,1,,0.032258065,0
04/09/2011,Madagascar,Nigeria,0,2,African Cup of Nations qualification,Antananarivo,Madagascar,FALSE,-1,,1,,0,0.095238095
04/09/2011,Mexico,Chile,1,0,Friendly,Barcelona,Spain,TRUE,1,,0,,0.032258065,0
04/09/2011,Niger,South Africa,2,1,African Cup of Nations qualification,Niamey,Niger,FALSE,1,,1,,0.064516129,0.047619048
04/09/2011,Togo,Botswana,1,0,African Cup of Nations qualification,Lomé,Togo,FALSE,1,,1,,0.032258065,0
04/09/2011,Zimbabwe,Liberia,3,0,African Cup of Nations qualification,Harare,Zimbabwe,FALSE,1,,1,,0.096774194,0
05/09/2011,American Samoa,Vanuatu,0,8,Pacific Games,Nouméa,New Caledonia,TRUE,-1,,0,,0,0.380952381
05/09/2011,Bolivia,Peru,0,0,Friendly,La Paz,Bolivia,FALSE,0,,1,,0,0
05/09/2011,Brazil,Ghana,1,0,Friendly,London,England,TRUE,1,,0,,0.032258065,0
05/09/2011,Guam,Tuvalu,1,1,Pacific Games,Nouméa,New Caledonia,TRUE,0,,0,,0.032258065,0.047619048
05/09/2011,Kiribati,Tahiti,1,17,Pacific Games,Boulari,New Caledonia,TRUE,-1,,0,,0.032258065,0.80952381
05/09/2011,New Caledonia,Solomon Islands,1,2,Pacific Games,Nouméa,New Caledonia,FALSE,-1,,1,,0.032258065,0.095238095
05/09/2011,Papua New Guinea,Fiji,0,2,Pacific Games,Boulari,New Caledonia,TRUE,-1,,0,,0,0.095238095
06/09/2011,Argentina,Nigeria,3,1,Friendly,Dhaka,Bangladesh,TRUE,1,,0,,0.096774194,0.047619048
06/09/2011,Austria,Turkey,0,0,UEFA Euro qualification,Vienna,Austria,FALSE,0,,1,,0,0
06/09/2011,Azerbaijan,Kazakhstan,3,2,UEFA Euro qualification,Baku,Azerbaijan,FALSE,1,,1,,0.096774194,0.095238095
06/09/2011,Barbados,Trinidad and Tobago,0,2,FIFA World Cup qualification,Bridgetown,Barbados,FALSE,-1,,1,,0,0.095238095
06/09/2011,Belgium,United States,1,0,Friendly,Brussels,Belgium,FALSE,1,,1,,0.032258065,0
06/09/2011,Belize,Guatemala,1,2,FIFA World Cup qualification,Belmopan,Belize,FALSE,-1,,1,,0.032258065,0.095238095
06/09/2011,Bosnia and Herzegovina,Belarus,1,0,UEFA Euro qualification,Zenica,Bosnia and Herzegovina,FALSE,1,,1,,0.032258065,0
06/09/2011,Cayman Islands,El Salvador,1,4,FIFA World Cup qualification,George Town,Cayman Islands,FALSE,-1,,1,,0.032258065,0.19047619
06/09/2011,Croatia,Israel,3,1,UEFA Euro qualification,Zagreb,Croatia,FALSE,1,,1,,0.096774194,0.047619048
06/09/2011,Curaçao,Haiti,2,4,FIFA World Cup qualification,Willemstad,Curaçao,FALSE,-1,,1,,0.064516129,0.19047619
06/09/2011,Czech Republic,Ukraine,4,0,Friendly,Prague,Czech Republic,FALSE,1,,1,,0.129032258,0
06/09/2011,Denmark,Norway,2,0,UEFA Euro qualification,Copenhagen,Denmark,FALSE,1,,1,,0.064516129,0
06/09/2011,Dominican Republic,Suriname,1,1,FIFA World Cup qualification,San Cristóbal,Dominican Republic,FALSE,0,,1,,0.032258065,0.047619048
06/09/2011,Ecuador,Costa Rica,4,0,Friendly,Quito,Ecuador,FALSE,1,,1,,0.129032258,0
06/09/2011,England,Wales,1,0,UEFA Euro qualification,London,England,FALSE,1,,1,,0.032258065,0
06/09/2011,Estonia,Northern Ireland,4,1,UEFA Euro qualification,Tallinn,Estonia,FALSE,1,,1,,0.129032258,0.047619048
06/09/2011,Finland,Netherlands,0,2,UEFA Euro qualification,Helsinki,Finland,FALSE,-1,,1,,0,0.095238095
06/09/2011,Gabon,Niger,1,0,Friendly,Nice,France,TRUE,1,,0,,0.032258065,0
06/09/2011,Guyana,Bermuda,2,1,FIFA World Cup qualification,Georgetown,Guyana,FALSE,1,,1,,0.064516129,0.047619048
06/09/2011,Honduras,Paraguay,0,3,Friendly,San Pedro Sula,Honduras,FALSE,-1,,1,,0,0.142857143
06/09/2011,Iceland,Cyprus,1,0,UEFA Euro qualification,Reykjavík,Iceland,FALSE,1,,1,,0.032258065,0
06/09/2011,Indonesia,Bahrain,0,2,FIFA World Cup qualification,Jakarta,Indonesia,FALSE,-1,,1,,0,0.095238095
06/09/2011,Italy,Slovenia,1,0,UEFA Euro qualification,Florence,Italy,FALSE,1,,1,,0.032258065,0
06/09/2011,Jamaica,Colombia,0,2,Friendly,Fort Lauderdale,United States,TRUE,-1,,0,,0,0.095238095
06/09/2011,Jordan,China PR,2,1,FIFA World Cup qualification,Amman,Jordan,FALSE,1,,1,,0.064516129,0.047619048
06/09/2011,North Korea,Tajikistan,1,0,FIFA World Cup qualification,Pyongyang,North Korea,FALSE,1,,1,,0.032258065,0
06/09/2011,Kuwait,South Korea,1,1,FIFA World Cup qualification,Kuwait City,Kuwait,FALSE,0,,1,,0.032258065,0.047619048
06/09/2011,Latvia,Greece,1,1,UEFA Euro qualification,Riga,Latvia,FALSE,0,,1,,0.032258065,0.047619048
06/09/2011,Lebanon,United Arab Emirates,3,1,FIFA World Cup qualification,Beirut,Lebanon,FALSE,1,,1,,0.096774194,0.047619048
06/09/2011,Luxembourg,Albania,2,1,UEFA Euro qualification,Luxembourg,Luxembourg,FALSE,1,,1,,0.064516129,0.047619048
06/09/2011,North Macedonia,Andorra,1,0,UEFA Euro qualification,Skopje,North Macedonia,FALSE,1,,1,,0.032258065,0
06/09/2011,Malta,Georgia,1,1,UEFA Euro qualification,Attard,Malta,FALSE,0,,1,,0.032258065,0.047619048
06/09/2011,Moldova,Hungary,0,2,UEFA Euro qualification,Chișinău,Moldova,FALSE,-1,,1,,0,0.095238095
06/09/2011,Nicaragua,Panama,1,2,FIFA World Cup qualification,Managua,Nicaragua,FALSE,-1,,1,,0.032258065,0.095238095
06/09/2011,Poland,Germany,2,2,Friendly,Gdańsk,Poland,FALSE,0,,1,,0.064516129,0.095238095
06/09/2011,Puerto Rico,Canada,0,3,FIFA World Cup qualification,Bayamón,Puerto Rico,FALSE,-1,,1,,0,0.142857143
06/09/2011,Qatar,Iran,1,1,FIFA World Cup qualification,Doha,Qatar,FALSE,0,,1,,0.032258065,0.047619048
06/09/2011,Romania,France,0,0,UEFA Euro qualification,Bucharest,Romania,FALSE,0,,1,,0,0
06/09/2011,Russia,Republic of Ireland,0,0,UEFA Euro qualification,Moscow,Russia,FALSE,0,,1,,0,0
06/09/2011,San Marino,Sweden,0,5,UEFA Euro qualification,Serravalle,San Marino,FALSE,-1,,1,,0,0.238095238
06/09/2011,Saudi Arabia,Australia,1,3,FIFA World Cup qualification,Riyadh,Saudi Arabia,FALSE,-1,,1,,0.032258065,0.142857143
06/09/2011,Scotland,Lithuania,1,0,UEFA Euro qualification,Glasgow,Scotland,FALSE,1,,1,,0.032258065,0
06/09/2011,Serbia,Faroe Islands,3,1,UEFA Euro qualification,Belgrade,Serbia,FALSE,1,,1,,0.096774194,0.047619048
06/09/2011,Singapore,Iraq,0,2,FIFA World Cup qualification,Singapore,Singapore,FALSE,-1,,1,,0,0.095238095
06/09/2011,Slovakia,Armenia,0,4,UEFA Euro qualification,Žilina,Slovakia,FALSE,-1,,1,,0,0.19047619
06/09/2011,Spain,Liechtenstein,6,0,UEFA Euro qualification,Logroño,Spain,FALSE,1,,1,,0.193548387,0
06/09/2011,Saint Lucia,Saint Kitts and Nevis,2,4,FIFA World Cup qualification,Gros Islet,Saint Lucia,FALSE,-1,,1,,0.064516129,0.19047619
06/09/2011,Switzerland,Bulgaria,3,1,UEFA Euro qualification,Basel,Switzerland,FALSE,1,,1,,0.096774194,0.047619048
06/09/2011,Thailand,Oman,3,0,FIFA World Cup qualification,Bangkok,Thailand,FALSE,1,,1,,0.096774194,0
06/09/2011,Uzbekistan,Japan,1,1,FIFA World Cup qualification,Tashkent,Uzbekistan,FALSE,0,,1,,0.032258065,0.047619048
06/09/2011,Venezuela,Guinea,2,1,Friendly,Caracas,Venezuela,FALSE,1,,1,,0.064516129,0.047619048
06/09/2011,United States Virgin Islands,Antigua and Barbuda,1,8,FIFA World Cup qualification,Frederiksted,United States Virgin Islands,FALSE,-1,,1,,0.032258065,0.380952381
07/09/2011,Equatorial Guinea,Central African Republic,3,0,Friendly,Malabo,Equatorial Guinea,FALSE,1,,1,,0.096774194,0
